Sentence;Expected Annotations;Predicted Annotations;Precision;Recall;F1 Score
Artemis Tauropolos advancing right, wearing a short chiton, fluttering cloak and boot, holding short torch in each hand. Ground line. Border of dots.;[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'cloak', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')];[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'cloak', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')];1.0;1.0;1.0
"Radiate bust of Trebonianus Gallus, left, wearing cuirass; holding spear in right hand and shield on left shoulder.";[('Trebonianus Gallus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Trebonianus Gallus', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Trebonianus Gallus', 'PERSON', 'holding', 'shield', 'OBJECT')];[('Trebonianus Gallus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Trebonianus Gallus', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Trebonianus Gallus', 'PERSON', 'holding', 'shield', 'OBJECT')];1.0;1.0;1.0
Nude bearded Heracles standing right, right arm behind back, left arm holding lion skin andresting_on on club set on rock. Border of dots.;[('Heracles', 'PERSON', 'holding', 'lion skin', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT'), ('club', 'OBJECT', 'resting_on', 'rock', 'OBJECT')];[('Heracles', 'PERSON', 'holding', 'lion skin', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT')];0.5;0.3333333333333333;0.4
Wreath emperor Severus Alexander seated_on right on horse, wearing cuirass, fluttering paludamentum and boot, raising right arm, holding short scepter in left arm. Border of dots.;[('Severus Alexander', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Severus Alexander', 'PERSON', 'holding', 'scepter', 'OBJECT')];[];0.0;0.0;0.0
"At left, Hygieia standing right, feeding serpent held in right arm from patera in outstretched left hand; at right, Asclepius standing facing, head left, holding serpent staff in right hand and garment in left arm. Ground line. Border of dots.";[('Hygieia', 'PERSON', 'feeding', 'serpent', 'ANIMAL'), ('Asclepius', 'PERSON', 'holding', 'serpent staff', 'OBJECT'), ('Asclepius', 'PERSON', 'holding', 'garment', 'OBJECT')];[('Hygieia', 'PERSON', 'feeding', 'serpent', 'ANIMAL'), ('Asclepius', 'PERSON', 'holding', 'serpent staff', 'OBJECT')];1.0;0.6666666666666666;0.8
Head of Poseidon, right, wearing taenia. Border of dots.;[('Poseidon', 'PERSON', 'wearing', 'taenia', 'OBJECT')];[('Poseidon', 'PERSON', 'wearing', 'taenia', 'OBJECT')];1.0;1.0;1.0
Asclepius seated_on left, holding patera and serpent staff.;[('Asclepius', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Asclepius', 'PERSON', 'holding', 'serpent staff', 'OBJECT')];[('Asclepius', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Asclepius', 'PERSON', 'holding', 'serpent staff', 'OBJECT')];1.0;1.0;1.0
Nude Marsyas standing right, left foot stepping forward, raising right arm, holding wine skin over left shoulder.;[('Marsyas', 'PERSON', 'holding', 'wine skin', 'OBJECT')];[('Marsyas', 'PERSON', 'holding', 'wine skin', 'OBJECT')];1.0;1.0;1.0
Athena standing right, holding spear in right hand, resting left arm on shield set on the ground.;[('Athena', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Athena', 'PERSON', 'resting_on', 'shield', 'OBJECT')];[('Athena', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Athena', 'PERSON', 'resting_on', 'shield', 'OBJECT')];1.0;1.0;1.0
"Nude Heracles seated_on left on rock, head and torso facing, rock covered with a lion skin, holding club in his right hand that rests on his right knee andresting_on his left elbow on his thigh, traces of drapery on right thigh; all within a shallow incuse square.";[('Heracles', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('rock', 'OBJECT', 'wearing', 'lion skin', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'knee', 'OBJECT')];[('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Heracles', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'knee', 'OBJECT'), ('rock', 'OBJECT', 'wearing', 'lion skin', 'OBJECT'), ('rock', 'OBJECT', 'wearing', 'lion skin', 'OBJECT')];0.8;1.0;0.888888888888889
"Nike standing right, naked to waist, stepping with left foot on helmet; supporting shield hanging on palm with left hand, inscribing it with right hand. Border of dots.";[('Nike', 'PERSON', 'standing', 'helmet', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'shield', 'OBJECT'), ('shield', 'OBJECT', 'holding', 'palm', 'PLANT')];[('Nike', 'PERSON', 'standing', 'helmet', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'shield', 'OBJECT')];1.0;0.6666666666666666;0.8
Olybrius seated_on on panther.;[('Olybrius', 'PERSON', 'seated_on', 'panther', 'ANIMAL')];[('Olybrius', 'PERSON', 'seated_on', 'panther', 'ANIMAL')];1.0;1.0;1.0
Wreath bust of youthful Commodus, right, wearing paludamentum.;[('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
Tyche standing facing, head left, wearing kalathos, holding in right hand patera over lighted altar and cornucopia in left arm. Ground line. Border of dots.;[('Tyche', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];[('Tyche', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];1.0;1.0;1.0
"Poseidon seated_on right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to left, monogram. Ground line. Linear border.";[('Poseidon', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Poseidon', 'PERSON', 'holding', 'aplustre', 'OBJECT'), ('Poseidon', 'PERSON', 'holding', 'trident', 'OBJECT')];[];0.0;0.0;0.0
Zeusresting_on on serpent staff.;[('Zeus', 'PERSON', 'resting_on', 'serpent staff', 'OBJECT')];[];0.0;0.0;0.0
Nude Hermes standing facing, head left, holding purse in right hand and upright caduceus in left hand.;[('Hermes', 'PERSON', 'holding', 'caduceus', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'purse', 'OBJECT')];[('Hermes', 'PERSON', 'holding', 'purse', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'caduceus', 'OBJECT')];1.0;1.0;1.0
"Emperor Caracalla in military attire, standing facing, head left, wearing cuirass, flattering paludamentum and boot, holding Nike on globe with laurel wreath and branch in right hand, resting raised left on scepter; to left, captive, seated_on left, wearing Phrygian cap.";[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'Nike', 'PERSON'), ('Nike', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'Nike', 'PERSON'), ('Nike', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];1.0;1.0;1.0
"Zeus within zodiac; in the middle, Zeus seated_on facing, holding patera in outstretched right hand, leftresting_on on scepter; at his foot, eagle to left, head right, with half spread wing; all within a double circle divided into twelve compartmentsholding the signs of the zodiac.";[('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Zeus', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];[('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT')];1.0;0.5;0.6666666666666666
Nude Apollo standing facing, head left, holding laurel branch in right hand and bow in left.;[('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'bow', 'OBJECT')];[('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'bow', 'OBJECT')];1.0;1.0;1.0
"Bearded river-god Strymon seated_on on rock left, head left, resting left arm on water urn, holding long reed in right hand; naked Genius to lower right standing left, kneeling with hand gold from the water. Border of dots.";[('Strymon', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Strymon', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('Strymon', 'PERSON', 'holding', 'reed', 'PLANT')];[('Strymon', 'PERSON', 'seated_on', 'rock', 'OBJECT')];1.0;0.3333333333333333;0.5
Athenaresting_on on club.;[('Athena', 'PERSON', 'resting_on', 'club', 'OBJECT')];[];0.0;0.0;0.0
"Athena standing facing, head left, wearing long garment and helmet; holding patera in outstretched right hand and inverted spear in left arm; at her foot, shield placed on ground.";[('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'spear', 'OBJECT')];[('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'spear', 'OBJECT')];1.0;1.0;1.0
Wing Genius standing left, wearing long garment, holding statuette of Tyche in right hand, standing facing, head left, wearing kalathos, and bow in right hand.;[('Genius', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Genius', 'PERSON', 'holding', 'statuette', 'OBJECT'), ('Tyche', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Tyche', 'PERSON', 'wearing', 'bow', 'OBJECT')];[('Genius', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Genius', 'PERSON', 'holding', 'statuette', 'OBJECT'), ('Tyche', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Tyche', 'PERSON', 'wearing', 'bow', 'OBJECT')];1.0;1.0;1.0
"Cybele throne left, wearing kalathos and long garment, holding patera in outstretched right hand, left armresting_on on tympanon; at her foot, lion seated_on, right. Ground line. Border of dots.";[('Cybele', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Cybele', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'tympanon', 'OBJECT')];[('Cybele', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Cybele', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'tympanon', 'OBJECT')];1.0;1.0;1.0
Artemis advancing right, wearing short chiton and boot, holding bow in left hand, drawing arrow with right hand from quiver at shoulder.;[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'arrow', 'OBJECT')];[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'arrow', 'OBJECT')];1.0;1.0;1.0
"Cult statue of tower Artemis standing facing, holding branch in right hand; at her foot, stag standing left.";[('Artemis', 'PERSON', 'holding', 'branch', 'OBJECT')];[];0.0;0.0;0.0
Radiate emperor Caracalla in military attire standing in quadriga, left, wearing paludamentum, holding prize crown in right hand and eagle-scepter in left arm. Ground line. Border of dots.;[('Caracalla', 'PERSON', 'standing', 'quadriga', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'prize crown', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'scepter', 'OBJECT')];[('Caracalla', 'PERSON', 'standing', 'quadriga', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'prize crown', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'scepter', 'OBJECT')];1.0;1.0;1.0
Zeusresting_on on panther.;[('Zeus', 'PERSON', 'resting_on', 'panther', 'ANIMAL')];[];0.0;0.0;0.0
Nude wreath Apollo standing facing, head left, holding laurel branch in outstretched right hand and bow in lowered left hand. Ground line. Border of dots.;[('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'bow', 'OBJECT')];[('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'bow', 'OBJECT')];1.0;1.0;1.0
"Nike standing inseated_on biga, right; holding branch in left hand and reigns with right. Ground line. Border of dots.";[('Nike', 'PERSON', 'standing', 'biga', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')];[];0.0;0.0;0.0
Nude Apollo standing facing, head left, holding laurel branch in right hand over garland altar, which is covered with five apple, leaning left arm on tripod with serpent coiling left. Ground line. Border of dots.;[('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Apollo', 'PERSON', 'resting_on', 'tripod', 'OBJECT')];[('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Apollo', 'PERSON', 'resting_on', 'tripod', 'OBJECT')];1.0;1.0;1.0
Confronted bust of Gordian, wreath, wearing cuirass and paludamentum, and of Tranquillina, diadem and draped.;[('Gordian', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gordian', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Gordian', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gordian', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
Artemis advancing right, wearing short chiton and boot, holding bow in left hand, drawing arrow with right hand from quiver at shoulder.;[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'arrow', 'OBJECT')];[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'arrow', 'OBJECT')];1.0;1.0;1.0
"Cybele resting_on left on lion prancing right, wearing kalathos, holding tympanon in right hand, leftresting_on on scepter; to right in background, Corybant with helmet dancing, holding a shield in raised right hand and a short lit torch in left arm. Ground line. Border of dots.";[('Cybele', 'PERSON', 'resting_on', 'lion', 'ANIMAL'), ('Cybele', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Cybele', 'PERSON', 'holding', 'tympanon', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];[('Cybele', 'PERSON', 'resting_on', 'lion', 'ANIMAL'), ('Cybele', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Cybele', 'PERSON', 'holding', 'tympanon', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];1.0;1.0;1.0
Nike standing facing, head left, holding wreath in lowered right hand and branch in left arm.;[('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'wreath', 'OBJECT')];[('Nike', 'PERSON', 'holding', 'wreath', 'OBJECT')];1.0;0.5;0.6666666666666666
"Cybele throne left, wearing a polos, holding patera in outstretched right hand and pelleted scepter in left arm; under throne, lion seated_on, left.";[('Cybele', 'PERSON', 'wearing', 'polos', 'OBJECT'), ('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'holding', 'scepter', 'OBJECT')];[('Cybele', 'PERSON', 'wearing', 'polos', 'OBJECT'), ('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'holding', 'scepter', 'OBJECT')];1.0;1.0;1.0
Emperor Caracalla in military attire seated_on right on horse, wearing cuirass, fluttering paludamentum and boot, holding spear horizontally in right hand towards a captive to right, seated_on left, with Phrygian cap, raising left arm.;[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'spear', 'OBJECT')];[];0.0;0.0;0.0
"Bearded river-god Strymon seated_on on rock left, head left, resting left arm on water urn, holding long reed in right hand; naked Genius to lower right standing left, kneeling with hand gold from the water. Border of dots.";[('Strymon', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Strymon', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('Strymon', 'PERSON', 'holding', 'reed', 'PLANT')];[('Strymon', 'PERSON', 'seated_on', 'rock', 'OBJECT')];1.0;0.3333333333333333;0.5
Nike feeding dolphin.;[('Nike', 'PERSON', 'feeding', 'dolphin', 'ANIMAL')];[];0.0;0.0;0.0
"Demeter and Homonoia; inbetween, altar; to left, Demeter standing right, holding corn in left hand, at her foot, cista mystica; to right, Homonoia standing left, wearing kalathos, holding patera and cornucopia.";[('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];[('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'corn', 'PLANT'), ('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];0.5;1.0;0.6666666666666666
"Radiate bust of Severus Alexander, left, seen from behind, wearing cuirass and plaudamentum; spear in hidden right hand; shield on his left shoulder. Border of dots.";[('Severus Alexander', 'PERSON', 'wearing', 'cuirass', 'OBJECT')];[('Severus Alexander', 'PERSON', 'wearing', 'cuirass', 'OBJECT')];1.0;1.0;1.0
"Apollo and Artemis facing each other and grasping hand; to left, Apollo standing right, seen from behind, holding laurel branch in lowered left hand; to right Artemis, standing left, wearing a short chiton and boot, holding a bow in left arm; lighted altar between them.";[('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT')];[('Apollo', 'PERSON', 'holding', 'bow', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT')];0.8;1.0;0.888888888888889
Veil Demeter seated_on left on basket, wearing corn wreath and long garment, holding two corn in right hand, leftresting_on on long torch.;[('Demeter', 'PERSON', 'seated_on', 'basket', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];[('Demeter', 'PERSON', 'seated_on', 'basket', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];1.0;1.0;1.0
